# Time(days) Flux(e/s)
3322.029519 1.127518
3322.031834 1.123845
3322.034149 1.119188
3322.036464 1.110791
3322.038779 1.115566
3322.041093 1.110982
3322.043408 1.097533
3322.045723 1.092668
3322.048038 1.086240
3322.050353 1.077379
3322.052668 1.067999
3322.054982 1.061903
3322.057297 1.047845
3322.059612 1.039743
3322.061927 1.031751
3322.064242 1.020751
3322.066557 1.010592
3322.068871 1.003815
3322.071186 0.987771
3322.073501 0.973046
3322.075816 0.950216
3322.078131 0.940304
3322.080446 0.914523
3322.082760 0.898631
3322.085075 0.867535
3322.087390 0.849490
3322.089705 0.828452
3322.092020 0.808934
3322.094335 0.786664
3322.096649 0.785778
3322.098964 0.783362
3322.101279 0.780602
3322.103594 0.777925
3322.105909 0.782062
3322.108223 0.784359
3322.110538 0.787926
3322.112853 0.779483
3322.115168 0.786513
3322.117483 0.786537
3322.119798 0.784953
3322.122112 0.788896
3322.124427 0.790120
3322.126742 0.786793
3322.129057 0.789655
3322.131372 0.793252
3322.133687 0.808587
3322.136001 0.826775
3322.138316 0.851696
3322.140631 0.875700
3322.142946 0.898549
3322.145261 0.923890
3322.147576 0.942806
3322.149890 0.959998
3322.152205 0.979391
3322.154520 0.996889
3322.156835 1.010772
3322.159150 1.026005
3322.161465 1.042144
3322.163779 1.052588
3322.166094 1.057162
3322.168409 1.068833
3322.170724 1.085998
3322.173039 1.086346
3322.175354 1.104345
3322.177668 1.110383
3322.179983 1.118009
3322.182298 1.122194
3322.184613 1.126027
3322.186928 1.134603
3322.189243 1.145750
3322.191557 1.146415
3322.193872 1.149896
3322.196187 1.156194
3322.198502 1.156408
3322.200817 1.148259
3322.203132 1.142354
3322.205446 1.148308
3322.207761 1.145748
3322.210076 1.145310
3322.212391 1.132171
3322.214706 1.134681
3322.217021 1.122512
3322.219335 1.114505
3322.221650 1.104103
3322.223965 1.097614
3322.226280 1.086800
3322.228595 1.067506
3322.230910 1.066871
3322.233224 1.049538
3322.235539 1.032982
3322.237854 1.017214
3322.240169 1.009195
3322.242484 0.986180
3322.244799 0.969892
3322.247113 0.949608
3322.249428 0.942204
3322.251743 0.914507
3322.254058 0.897272
3322.256373 0.876737
3322.258688 0.855519
3322.261002 0.837402
3322.263317 0.817079
3322.265632 0.798153
3322.267947 0.792024
3322.270262 0.792240
3322.272577 0.787506
3322.274891 0.781781
3322.277206 0.778088
3322.279521 0.785888
3322.281836 0.781925
3322.284151 0.776166
3322.286466 0.777547
3322.288780 0.777871
3322.291095 0.777482
3322.293410 0.786400
3322.295725 0.781234
3322.298040 0.796667
3322.300355 0.792800
3322.302669 0.812512
3322.304984 0.824526
3322.307299 0.850093
3322.309614 0.863962
3322.311929 0.893318
3322.314244 0.906097
3322.316558 0.923994
3322.318873 0.943914
3322.321188 0.962864
3322.323503 0.976709
3322.325818 0.989337
3322.328133 1.012717
3322.330447 1.023659
3322.332762 1.029864
3322.335077 1.041943
3322.337392 1.050678
3322.339707 1.062160
3322.342022 1.079596
3322.344336 1.081866
3322.346651 1.092168
3322.348966 1.093828
3322.351281 1.110943
3322.353596 1.114071
3322.355911 1.114149
3322.358225 1.122282
3322.360540 1.125960
3322.362855 1.130787
3322.365170 1.123378
3322.367485 1.119602
3322.369800 1.119325
3322.372114 1.115702
3322.374429 1.121246
3322.376744 1.115425
3322.379059 1.106821
3322.381374 1.110261
3322.383689 1.096085
3322.386003 1.092923
3322.388318 1.078827
3322.390633 1.076622
3322.392948 1.066349
3322.395263 1.059566
3322.397578 1.046791
3322.399892 1.034772
3322.402207 1.030617
3322.404522 1.015433
3322.406837 1.002749
3322.409152 0.993585
3322.411467 0.979928
3322.413781 0.960503
3322.416096 0.945153
3322.418411 0.932912
3322.420726 0.908696
3322.423041 0.884718
3322.425356 0.863025
3322.427670 0.839574
3322.429985 0.821524
3322.432300 0.799442
3322.434615 0.792335
3322.436930 0.781692
3322.439245 0.787843
3322.441559 0.779566
3322.443874 0.780010
3322.446189 0.783236
3322.448504 0.784041
3322.450819 0.781636
3322.453134 0.781952
3322.455449 0.786824
3322.457763 0.788034
3322.460078 0.788093
3322.462393 0.775487
3322.464708 0.784893
3322.467023 0.787598
3322.469338 0.792365
3322.471652 0.803951
3322.473967 0.812542
3322.476282 0.836086
3322.478597 0.855357
3322.480912 0.879961
3322.483227 0.912513
3322.485541 0.925464
3322.487856 0.946526
3322.490171 0.970938
3322.492486 0.986998
3322.494801 1.005393
3322.497116 1.015582
3322.499430 1.030993
3322.501745 1.043437
3322.504060 1.055747
3322.506375 1.064150
3322.508690 1.075421
3322.511005 1.086132
3322.513319 1.099725
3322.515634 1.104561
3322.517949 1.108112
3322.520264 1.127398
3322.522579 1.130263
3322.524894 1.132316
3322.527208 1.136000
3322.529523 1.137163
3322.531838 1.145176
3322.534153 1.149379
3322.536468 1.154411
3322.538783 1.149767
3322.541097 1.147666
3322.543412 1.149055
3322.545727 1.145979
3322.548042 1.138054
3322.550357 1.138391
3322.552672 1.133153
3322.554986 1.127872
3322.557301 1.116012
3322.559616 1.102712
3322.561931 1.098267
3322.564246 1.085339
3322.566561 1.079166
3322.568875 1.068228
3322.571190 1.052407
3322.573505 1.043062
3322.575820 1.030965
3322.578135 1.014264
3322.580450 1.001530
3322.582764 0.982016
3322.585079 0.965898
3322.587394 0.949202
3322.589709 0.927724
3322.592024 0.902978
3322.594339 0.892524
3322.596653 0.863825
3322.598968 0.849280
3322.601283 0.827523
3322.603598 0.811410
3322.605913 0.799228
3322.608228 0.790161
3322.610542 0.787220
3322.612857 0.781029
3322.615172 0.782161
3322.617487 0.778516
3322.619802 0.779093
3322.622117 0.776392
3322.624431 0.777907
3322.626746 0.776357
3322.629061 0.773038
3322.631376 0.779841
3322.633691 0.787543
3322.636006 0.788911
3322.638320 0.792776
3322.640635 0.805492
3322.642950 0.819962
3322.645265 0.835206
3322.647580 0.853525
3322.649895 0.880329
3322.652209 0.896604
3322.654524 0.916170
3322.656839 0.933065
3322.659154 0.952366
3322.661469 0.972555
3322.663784 0.985452
3322.666098 0.995744
3322.668413 1.015965
3322.670728 1.028288
3322.673043 1.037058
3322.675358 1.044771
3322.677673 1.057540
3322.679987 1.069407
3322.682302 1.079546
3322.684617 1.083035
3322.686932 1.100130
3322.689247 1.106334
3322.691562 1.106638
3322.693876 1.107138
3322.696191 1.116959
3322.698506 1.122942
3322.700821 1.127509
3322.703136 1.122323
3322.705451 1.121602
3322.707766 1.124733
3322.710080 1.120980
3322.712395 1.117141
3322.714710 1.113780
3322.717025 1.112758
3322.719340 1.106286
3322.721655 1.108178
3322.723969 1.093184
3322.726284 1.084056
3322.728599 1.081103
3322.730914 1.075111
3322.733229 1.064529
3322.735544 1.057876
3322.737858 1.043062
3322.740173 1.032122
3322.742488 1.024724
3322.744803 1.012684
3322.747118 1.000523
3322.749433 0.987996
3322.751747 0.970784
3322.754062 0.955970
3322.756377 0.933696
3322.758692 0.915570
3322.761007 0.901051
3322.763322 0.875933
3322.765636 0.859409
3322.767951 0.830808
3322.770266 0.816154
3322.772581 0.794913
3322.774896 0.788125
3322.777211 0.779889
3322.779525 0.783298
3322.781840 0.786410
3322.784155 0.781286
3322.786470 0.783987
3322.788785 0.782462
3322.791100 0.784136
3322.793414 0.779599
3322.795729 0.782315
3322.798044 0.785637
3322.800359 0.785229
3322.802674 0.787419
3322.804989 0.784509
3322.807303 0.782038
3322.809618 0.789872
3322.811933 0.799007
3322.814248 0.827143
3322.816563 0.847107
3322.818878 0.866459
3322.821192 0.892773
3322.823507 0.916861
3322.825822 0.937183
3322.828137 0.960062
3322.830452 0.977410
3322.832767 0.995905
3322.835081 1.014757
3322.837396 1.031759
3322.839711 1.037417
3322.842026 1.047193
3322.844341 1.061503
3322.846656 1.066635
3322.848971 1.080045
3322.851285 1.090918
3322.853600 1.098103
3322.855915 1.105053
3322.858230 1.115587
3322.860545 1.124155
3322.862860 1.133609
3322.865174 1.133587
3322.867489 1.138377
3322.869804 1.148840
3322.872119 1.151876
3322.874434 1.143434
3322.876749 1.149885
3322.879063 1.151512
3322.881378 1.151688
3322.883693 1.147554
3322.886008 1.143496
3322.888323 1.140526
3322.890638 1.137580
3322.892952 1.131622
3322.895267 1.120875
3322.897582 1.107043
3322.899897 1.103359
3322.902212 1.089983
3322.904527 1.078268
3322.906841 1.069510
3322.909156 1.065046
3322.911471 1.047888
3322.913786 1.041282
3322.916101 1.021228
3322.918416 1.012066
3322.920730 0.989138
3322.923045 0.974664
3322.925360 0.957151
3322.927675 0.943805
3322.929990 0.918982
3322.932305 0.901971
3322.934619 0.875685
3322.936934 0.858048
3322.939249 0.833833
3322.941564 0.820735
3322.943879 0.803267
3322.946194 0.792671
3322.948508 0.789151
3322.950823 0.781316
3322.953138 0.780675
3322.955453 0.782618
3322.957768 0.779696
3322.960083 0.777773
3322.962397 0.770850
3322.964712 0.774405
3322.967027 0.779863
3322.969342 0.776965
3322.971657 0.782065
3322.973972 0.789824
3322.976287 0.786726
3322.978601 0.791977
3322.980916 0.800703
3322.983231 0.827014
3322.985546 0.848768
3322.987861 0.866126
3322.990176 0.887443
3322.992490 0.900460
3322.994805 0.923556
3322.997120 0.936684
3322.999435 0.961146
3323.001750 0.973354
3323.004065 0.989902
3323.006379 1.005320
3323.008694 1.020484
3323.011009 1.032264
3323.013324 1.047245
3323.015639 1.051578
3323.017954 1.072185
3323.020268 1.073790
3323.022583 1.083832
3323.024898 1.092023
3323.027213 1.097158
3323.029528 1.102226
3323.031843 1.111739
3323.034157 1.108666
3323.036472 1.115603
3323.038787 1.123276
3323.041102 1.122756
3323.043417 1.124141
3323.045732 1.122560
3323.048046 1.120908
3323.050361 1.122934
3323.052676 1.112198
3323.054991 1.110558
3323.057306 1.110466
3323.059621 1.104865
3323.061935 1.103118
3323.064250 1.089629
3323.066565 1.083044
3323.068880 1.078608
3323.071195 1.069698
3323.073510 1.061504
3323.075825 1.051555
3323.078139 1.037363
3323.080454 1.026361
3323.082769 1.010846
3323.085084 1.006707
3323.087399 1.003720
3323.089714 0.979922
3323.092028 0.974173
3323.094343 0.952729
3323.096658 0.932663
3323.098973 0.909141
3323.101288 0.887550
3323.103603 0.866461
3323.105917 0.853122
3323.108232 0.828006
3323.110547 0.807333
3323.112862 0.794105
3323.115177 0.791472
3323.117492 0.781580
3323.119806 0.780360
3323.122121 0.788816
3323.124436 0.785697
3323.126751 0.786474
3323.129066 0.786076
3323.131381 0.775013
3323.133695 0.789819
3323.136010 0.789653
3323.138325 0.784951
3323.140640 0.788885
3323.142955 0.792189
3323.145270 0.790372
3323.147584 0.787497
3323.149899 0.796211
3323.152214 0.812042
3323.154529 0.833554
3323.156844 0.857817
3323.159159 0.881774
3323.161474 0.904083
3323.163788 0.927395
3323.166103 0.947021
3323.168418 0.967971
3323.170733 0.985981
3323.173048 1.003557
3323.175363 1.015715
3323.177677 1.032797
3323.179992 1.038615
3323.182307 1.051481
3323.184622 1.061633
3323.186937 1.072696
3323.189252 1.087577
3323.191566 1.089936
3323.193881 1.102225
3323.196196 1.116038
3323.198511 1.114878
3323.200826 1.127446
3323.203141 1.127935
3323.205455 1.141768
3323.207770 1.145971
3323.210085 1.151667
3323.212400 1.152846
3323.214715 1.144701
3323.217030 1.149874
3323.219344 1.151592
3323.221659 1.149915
3323.223974 1.147883
3323.226289 1.142563
3323.228604 1.143030
3323.230919 1.132611
3323.233233 1.129690
3323.235548 1.117799
3323.237863 1.110963
3323.240178 1.102875
3323.242493 1.087106
3323.244808 1.081679
3323.247123 1.074297
3323.249437 1.060677
3323.251752 1.043930
3323.254067 1.032569
3323.256382 1.019625
3323.258697 1.001877
3323.261012 0.992665
3323.263326 0.962195
3323.265641 0.953930
3323.267956 0.933863
3323.270271 0.908878
3323.272586 0.895182
3323.274901 0.865274
3323.277215 0.850677
3323.279530 0.832112
3323.281845 0.807753
3323.284160 0.801473
3323.286475 0.793340
3323.288790 0.791933
3323.291104 0.782658
3323.293419 0.779074
3323.295734 0.784457
3323.298049 0.777841
3323.300364 0.773257
3323.302679 0.768778
3323.304993 0.778714
3323.307308 0.776797
3323.309623 0.781126
3323.311938 0.786152
3323.314253 0.790806
3323.316568 0.799314
3323.318883 0.802155
3323.321197 0.813397
3323.323512 0.837733
3323.325827 0.852703
3323.328142 0.873515
3323.330457 0.889413
3323.332772 0.917719
3323.335086 0.928062
3323.337401 0.953507
3323.339716 0.960131
3323.342031 0.983488
3323.344346 1.000013
3323.346661 1.004590
3323.348975 1.021794
3323.351290 1.035798
3323.353605 1.048975
3323.355920 1.059987
3323.358235 1.065145
3323.360550 1.071945
3323.362864 1.081610
3323.365179 1.091789
3323.367494 1.094120
3323.369809 1.104195
3323.372124 1.105543
3323.374439 1.116581
3323.376754 1.115477
3323.379068 1.123746
3323.381383 1.119759
3323.383698 1.124788
3323.386013 1.116819
3323.388328 1.118905
3323.390643 1.114647
3323.392957 1.114898
3323.395272 1.107411
3323.397587 1.108021
3323.399902 1.099986
3323.402217 1.094724
3323.404532 1.090678
3323.406846 1.079639
3323.409161 1.070718
3323.411476 1.067008
3323.413791 1.051113
3323.416106 1.046767
3323.418421 1.038059
3323.420735 1.026481
3323.423050 1.014949
3323.425365 1.001684
3323.427680 0.985566
3323.429995 0.982614
3323.432310 0.966914
3323.434624 0.943820
3323.436939 0.928176
3323.439254 0.908788
3323.441569 0.880092
3323.443884 0.855384
3323.446199 0.835585
3323.448514 0.814358
3323.450828 0.796711
3323.453143 0.789243
3323.455458 0.784447
3323.457773 0.786057
3323.460088 0.777779
3323.462403 0.787601
3323.464717 0.786662
3323.467032 0.788068
3323.469347 0.787859
3323.471662 0.782279
3323.473977 0.782072
3323.476292 0.786481
3323.478606 0.782391
3323.480921 0.788302
3323.483236 0.790144
3323.485551 0.781169
3323.487866 0.789395
3323.490181 0.806905
3323.492495 0.820849
3323.494810 0.844758
3323.497125 0.867816
3323.499440 0.892694
3323.501755 0.912182
3323.504070 0.937774
3323.506385 0.956910
3323.508699 0.978587
3323.511014 0.995792
3323.513329 1.007968
3323.515644 1.026917
3323.517959 1.034754
3323.520274 1.042815
3323.522588 1.059547
3323.524903 1.070927
3323.527218 1.074776
3323.529533 1.089246
3323.531848 1.090529
3323.534163 1.108840
3323.536477 1.113077
3323.538792 1.125966
3323.541107 1.127172
3323.543422 1.134345
3323.545737 1.137978
3323.548052 1.141354
3323.550366 1.140202
3323.552681 1.148365
3323.554996 1.154732
3323.557311 1.148690
3323.559626 1.150640
3323.561941 1.148601
3323.564256 1.144562
3323.566570 1.137355
3323.568885 1.135083
3323.571200 1.131743
3323.573515 1.126921
3323.575830 1.117596
3323.578145 1.112220
3323.580459 1.099849
3323.582774 1.089535
3323.585089 1.075461
3323.587404 1.063975
3323.589719 1.054257
3323.592034 1.041399
3323.594348 1.026819
3323.596663 1.017113
3323.598978 0.995480
3323.601293 0.978420
3323.603608 0.958671
3323.605923 0.942744
3323.608237 0.929625
3323.610552 0.905341
3323.612867 0.881070
3323.615182 0.857413
3323.617497 0.843164
3323.619812 0.822829
3323.622127 0.807202
3323.624441 0.794020
3323.626756 0.788455
3323.629071 0.788877
3323.631386 0.784952
3323.633701 0.780867
3323.636016 0.775223
3323.638330 0.774270
3323.640645 0.777423
3323.642960 0.780908
3323.645275 0.777224
3323.647590 0.781684
3323.649905 0.781581
3323.652219 0.787797
3323.654534 0.784638
3323.656849 0.798799
3323.659164 0.804170
3323.661479 0.821051
3323.663794 0.839478
3323.666108 0.859008
3323.668423 0.884117
3323.670738 0.901632
3323.673053 0.919815
3323.675368 0.936197
3323.677683 0.953202
3323.679998 0.971673
3323.682312 0.993160
3323.684627 0.995523
3323.686942 1.011342
3323.689257 1.023094
3323.691572 1.036354
3323.693887 1.051594
3323.696201 1.061893
3323.698516 1.072000
3323.700831 1.078803
3323.703146 1.088382
3323.705461 1.087277
3323.707776 1.097880
3323.710090 1.106649
3323.712405 1.113311
3323.714720 1.115309
3323.717035 1.117694
3323.719350 1.118321
3323.721665 1.121820
3323.723980 1.125949
3323.726294 1.119311
3323.728609 1.117768
3323.730924 1.119043
3323.733239 1.111795
3323.735554 1.114522
3323.737869 1.106558
3323.740183 1.097014
3323.742498 1.090458
3323.744813 1.082960
3323.747128 1.081825
3323.749443 1.072935
3323.751758 1.058475
3323.754072 1.055846
3323.756387 1.044402
3323.758702 1.028413
3323.761017 1.018324
3323.763332 1.010413
3323.765647 1.001183
3323.767961 0.985244
3323.770276 0.973089
3323.772591 0.953822
3323.774906 0.931418
3323.777221 0.917036
3323.779536 0.896567
3323.781851 0.870517
3323.784165 0.850362
3323.786480 0.830596
3323.788795 0.803193
3323.791110 0.804036
3323.793425 0.779084
3323.795740 0.787352
3323.798054 0.785226
3323.800369 0.781212
3323.802684 0.791046
3323.804999 0.784403
3323.807314 0.780499
3323.809629 0.786590
3323.811943 0.786858
3323.814258 0.789090
3323.816573 0.789645
3323.818888 0.781913
3323.821203 0.782611
3323.823518 0.787414
3323.825833 0.790944
3323.828147 0.789826
3323.830462 0.813269
3323.832777 0.831103
3323.835092 0.852951
3323.837407 0.877581
3323.839722 0.898519
3323.842036 0.923914
3323.844351 0.945228
3323.846666 0.966924
3323.848981 0.985272
3323.851296 1.002470
3323.853611 1.020800
3323.855925 1.032594
3323.858240 1.039467
3323.860555 1.051357
3323.862870 1.067919
3323.865185 1.074752
3323.867500 1.079563
3323.869815 1.085547
3323.872129 1.098144
3323.874444 1.110552
3323.876759 1.117078
3323.879074 1.125476
3323.881389 1.131141
3323.883704 1.136713
3323.886018 1.142052
3323.888333 1.143520
3323.890648 1.155040
3323.892963 1.149030
3323.895278 1.147151
3323.897593 1.148603
3323.899907 1.147820
3323.902222 1.148367
3323.904537 1.149622
3323.906852 1.137487
3323.909167 1.132445
3323.911482 1.127162
3323.913797 1.122389
3323.916111 1.116318
3323.918426 1.101657
3323.920741 1.093601
3323.923056 1.085629
3323.925371 1.072739
3323.927686 1.062978
3323.930000 1.049091
3323.932315 1.035678
3323.934630 1.021951
3323.939260 0.992730
3323.941575 0.975691
3323.943889 0.958748
3323.946204 0.934818
3323.950834 0.892949
3323.953149 0.873672
3323.955464 0.857001
3323.957779 0.837281
3323.960093 0.812262
3323.962408 0.798571
3323.964723 0.786844
3323.967038 0.791069
3323.969353 0.787796
3323.971668 0.782351
3323.973982 0.787615
3323.976297 0.778553
3323.978612 0.779981
3323.980927 0.775555
3323.983242 0.775005
3323.985557 0.780906
3323.987871 0.784111
3323.990186 0.781857
3323.992501 0.785712
3323.994816 0.790757
3323.997131 0.797959
3323.999446 0.809011
3324.001761 0.834879
3324.004075 0.849753
3324.006390 0.867536
3324.008705 0.886563
3324.011020 0.903021
3324.013335 0.926422
3324.015650 0.946564
3324.017964 0.964540
3324.020279 0.971021
3324.022594 0.991648
3324.024909 1.006777
3324.027224 1.022199
3324.029539 1.027980
3324.031853 1.035711
3324.034168 1.059287
3324.036483 1.062937
3324.038798 1.070340
3324.041113 1.085646
3324.043428 1.089555
3324.045743 1.099892
3324.048057 1.103451
3324.050372 1.106846
